number,incident_state,knowledge,vendor,product,country,summary
INC0010525,Active,False,Ruby,Ant,Philippines,"Incident INC0010525, related to the Ruby vendor's Ant product in the Philippines, was opened on 23/03/2016 at 12:35. It had a medium impact and urgency, resulting in a moderate priority. The incident met the SLA and was resolved on 01/04/2016 at 09:53, then closed on 06/04/2016 at 09:59. The ticket remains active, and no knowledge article was created."
INC0020572,Resolved,False,Sapphire,Peacock,Australia,"Incident INC0020572, related to the Peacock product by vendor Sapphire in Australia, was opened on 18 April 2016 and resolved by 29 April 2016, with closure on 4 May 2016. The incident had medium impact and urgency, resulting in a moderate priority level. The service level agreement was met, and no knowledge article was created. The incident is now resolved."
INC0027386,New,False,Sapphire,BlueJay,Germany,"Incident INC0027386, related to the BlueJay product from vendor Sapphire in Germany, was opened on 9/5/2016 at 10:34 with medium impact and urgency, resulting in a moderate priority classification. The incident met its SLA, was resolved the same day at 14:38, and closed on 14/5/2016 at 15:07. The incident is currently marked as New and has no associated knowledge article."
INC0010236,New,False,Emerald,Turtle,Indonesia,"Incident INC0010236 was opened on 23/3/2016 at 01:46 with a medium impact and urgency, resulting in a moderate priority. The incident involved the Emerald vendor's Turtle product in Indonesia. It met the SLA requirements, was resolved the same day at 11:24, and closed on 28/3/2016. The incident is currently in a new state and does not have associated knowledge documentation."
INC0018860,Resolved,False,Ruby,Fox,Australia,"Incident INC0018860, related to the Ruby vendor's Fox product in Australia, was opened on 13/4/2016 at 17:10 with a medium impact and urgency, and a moderate priority. The incident was resolved swiftly by 17:13 the same day, meeting the SLA, and was officially closed on 18/4/2016 at 16:11. The incident is now marked as resolved."
INC0004151,Active,True,Ruby,Shrimp,United Kingdom,"Incident INC0004151, concerning the Ruby vendor's Shrimp product in the United Kingdom, was opened on 8 March 2016 and had a medium impact and urgency, resulting in a moderate priority. The incident met its SLA requirements, was resolved on 14 March 2016, and closed on 24 March 2016. The incident remains active, and relevant knowledge documentation is available."
INC0025205,Active,False,Emerald,Frog,Belgium,"Incident INC0025205 is currently active with a medium impact and urgency, assigned a moderate priority. It was opened on March 5, 2016, at 08:23 and resolved on May 5, 2016, at 09:13, later closed on May 10, 2016, at 10:07. The incident involved the Frog product from the vendor Emerald in Belgium and met the service level agreement. No knowledge article was created."
INC0004412,Resolved,True,Sapphire,Glaucus,Argentina,"Incident INC0004412, related to the Glaucus product by vendor Sapphire in Argentina, was opened on 8 March 2016 and resolved on 21 March 2016, with closure on 26 March 2016. The incident had a medium impact and urgency, categorized with moderate priority. The service level agreement (SLA) was met, and relevant knowledge documentation was created. The incident is now resolved."
INC0008486,Resolved,False,Emerald,Boa,Switzerland,"Incident INC0008486, related to the Boa product from vendor Emerald in Switzerland, was a high-impact, high-urgency, critical priority issue. It was opened on 17 March 2016 at 17:55 and resolved on 18 April 2016 at 09:44, meeting the SLA. The incident was subsequently closed on 23 April 2016 at 10:07."
INC0012471,New,False,Emerald,Turtle,Belgium,"Incident INC0012471, related to the product Turtle by vendor Emerald in Belgium, was opened on 29/3/2016 at 11:22 with medium impact and urgency, resulting in a moderate priority. The incident was initially new, met its SLA, and was resolved on 11/4/2016 at 16:22 before being closed on 16/4/2016 at 17:07. No knowledge article was associated with this incident."
INC0016794,New,False,Sapphire,Glaucus,Kenya,"Incident INC0016794, related to the Sapphire Glaucus product in Kenya, was opened on 8/4/2016 at 08:44 with a medium impact and urgency, and a moderate priority. The incident met the SLA, was resolved the same day at 16:10, and subsequently closed on 13/4/2016 at 16:59. The incident is currently in a new state and has no associated knowledge article."
INC0012263,Awaiting User Info,False,Ruby,Ant,Ireland,"Incident INC0012263, related to the Ruby Ant product in Ireland, was opened on 29/03/2016 with medium impact and urgency, resulting in a moderate priority. The incident met its SLA and is currently awaiting user information. It was resolved on 06/04/2016 and closed on 11/04/2016. No knowledge article was created."
INC0003884,Active,True,Sapphire,Peacock,China,"Incident INC0003884, related to the Sapphire Peacock product in China, was opened on 8/3/2016 at 05:45 with a medium impact and urgency, resulting in a moderate priority. The incident met the SLA, was resolved the same day at 10:21, and eventually closed on 24/3/2016 at 18:41. Knowledge documentation was created during the process."
INC0013501,Closed,False,Sapphire,Glaucus,Ecuador,"Incident INC0013501 involved the Glaucus product from vendor Sapphire in Ecuador. It was opened on 31/03/2016 at 12:08 with a medium impact and urgency, resulting in a moderate priority. The incident was resolved the same day at 13:44 and closed on 05/04/2016 at 13:59. The service level agreement (SLA) was met, and no knowledge article was created. The incident is now closed."
INC0007423,New,False,Sapphire,BlueTang,Portugal,"Incident INC0007423, related to the BlueTang product by vendor Sapphire in Portugal, was opened on 15/03/2016 with medium impact and urgency, resulting in a moderate priority. The incident met its SLA, was resolved on 17/03/2016, and closed on 24/03/2016. The incident is currently in a new state with no associated knowledge articles."
INC0023179,Resolved,False,Sapphire,BlueTang,Vietnam,"Incident INC0023179, related to the BlueTang product from vendor Sapphire in Vietnam, was classified with medium impact and urgency, resulting in a moderate priority. The incident was opened on April 27, 2016, at 11:57, resolved by April 28, 2016, at 08:23, and closed on May 3, 2016, at 09:07. The service level agreement (SLA) was met, and the ticket is now resolved."
INC0006822,Awaiting User Info,False,Ruby,Shrimp,Romania,"Incident INC0006822, related to the Ruby vendor's Shrimp product in Romania, was opened on 14/03/2016 with a medium impact and urgency, resulting in a moderate priority. The incident met the SLA but is currently awaiting user information. It was resolved on 23/03/2016 and closed on 28/03/2016. No knowledge article was created."
INC0010499,Active,False,Sapphire,Peacock,Thailand,"Incident INC0010499, related to the Peacock product from vendor Sapphire in Thailand, was opened on 23/3/2016 at 11:44 with medium impact and urgency, resulting in a moderate priority. The incident met the SLA, was resolved the same day at 14:10, and finally closed on 28/3/2016 at 14:59. The incident is currently marked as Active and has no associated knowledge articles."
INC0007898,New,False,Sapphire,BlueTang,Germany,"Incident INC0007898, related to the Sapphire BlueTang product in Germany, was opened on 16/03/2016 at 15:23 with a medium impact and urgency, resulting in a moderate priority. The incident met its SLA, was resolved on 18/03/2016 at 09:33, and closed on 24/03/2016 at 19:01. The incident state is currently New, and no knowledge article was created."
INC0006362,New,False,Ruby,LadyBug,Kenya,"Incident INC0006362 was opened on 14/3/2016 at 04:11 with a medium impact and urgency, resulting in a moderate priority. The issue involved the Ruby vendor's LadyBug product in Kenya. The incident met its SLA, was resolved on the same day by 10:20, and subsequently closed on 24/3/2016."
INC0008739,New,False,Emerald,Frog,Norway,"Incident INC0008739, related to the Emerald Frog product in Norway, was opened on 18/3/2016 and closed on 4/4/2016. It had a medium impact and urgency, with a moderate priority. The incident met the SLA but was not marked as a knowledge article."
INC0015805,Active,False,Sapphire,BlueJay,Switzerland,"Incident INC0015805, related to the BlueJay product from vendor Sapphire in Switzerland, was opened on 6/4/2016 and resolved by 7/4/2016, then closed on 12/4/2016. It had a medium impact and urgency, resulting in a moderate priority. The incident met the SLA requirements and is currently active, with no associated knowledge articles."
INC0015692,Awaiting User Info,False,Ruby,Ant,Morocco,"Incident INC0015692, related to the Ruby Ant product in Morocco, was opened on April 6, 2016. It had a medium impact and urgency, with a moderate priority level. The incident state is currently awaiting user information. The SLA was met, and the issue was resolved on April 11, 2016, and closed on April 16, 2016. No knowledge article was created."
INC0025693,Closed,False,Sapphire,Glaucus,Croatia,"Incident INC0025693, categorized as high impact and urgency with critical priority, involved the Sapphire vendor's Glaucus product in Croatia. The ticket was opened on 4th May 2016 at 08:57 and resolved by 6th May 2016 at 10:35 but was closed later on 11th May 2016 at 11:07. The incident did not meet the SLA and no knowledge article was created. The incident state is now closed."
INC0028265,New,False,Emerald,Boa,Belgium,"Incident INC0028265 was opened on 11/5/2016 with medium impact and urgency, assigned a moderate priority. The issue involved the Boa product from vendor Emerald in Belgium. The incident was resolved by 13/5/2016 and closed on 18/5/2016, meeting the SLA requirements. The ticket is currently in a New state and no knowledge article was created."
INC0006882,New,False,Emerald,Turtle,Norway,"Incident INC0006882, related to the Emerald vendor's Turtle product in Norway, was opened on 14 March 2016 at 16:28 with a medium impact and urgency, resulting in a moderate priority. The incident met its SLA, was resolved on 29 March 2016 at 14:33, and closed on 3 April 2016 at 14:59. The incident is currently in a New state and does not have an associated knowledge article."
INC0004248,New,True,Ruby,Fox,Morocco,"Incident INC0004248 was opened on 8 March 2016 and closed on 24 March 2016. It had low impact, urgency, and priority (all rated 3 or 4 - Low). The incident met the SLA and involved the Ruby vendor and Fox product in Morocco. The issue was resolved on 10 March 2016."
INC0017334,Closed,False,Sapphire,BlueJay,Australia,"Incident INC0017334, related to the Sapphire BlueJay product in Australia, was opened on 11/4/2016 and closed on 2/5/2016. It had a medium impact and urgency, resulting in a moderate priority. The incident did not meet the SLA and was resolved on 27/4/2016. The ticket is now closed."
INC0026828,Awaiting User Info,False,Sapphire,BlueTang,United States,"Incident INC0026828, related to the BlueTang product from vendor Sapphire in the United States, was opened on June 5, 2016. It had a medium impact and urgency, resulting in a moderate priority. The incident was marked as awaiting user information and met its SLA. It was resolved on May 17, 2016, and subsequently closed on May 22, 2016."
INC0010143,Active,False,Ruby,Shrimp,Switzerland,"Incident INC0010143, related to the Ruby vendor's Shrimp product in Switzerland, was opened on 22 March 2016 and had a medium impact and urgency, with moderate priority. The incident met the SLA, was resolved on 29 March 2016, and closed on 3 April 2016. The incident is currently active and has no associated knowledge documentation."
INC0000720,Closed,True,Ruby,Shrimp,United Arab Emirates,"Incident INC0000720, related to the Ruby vendor's Shrimp product in the United Arab Emirates, was classified with medium impact and urgency, and moderate priority. It was opened on January 3, 2016, and resolved on March 17, 2016, but did not meet the SLA. The incident was closed on March 24, 2016, and knowledge documentation was created."
INC0002283,Closed,True,Emerald,Turtle,Brazil,"Incident INC0002283, related to the product Turtle from vendor Emerald in Brazil, was opened on 4/3/2016 at 08:53 with low impact and priority, and medium urgency. The incident met the SLA, was resolved the same day at 16:58, and closed on 9/3/2016 at 17:00. The knowledge article was created, and the incident is now closed."
INC0026352,Active,False,Sapphire,BlueTang,Switzerland,"Incident INC0026352, related to the Sapphire BlueTang product in Switzerland, was opened on 5/5/2016 and closed on 17/5/2016. It had a medium impact and urgency, resulting in a moderate priority. The incident met its SLA, was active during the resolution period, and did not involve knowledge base documentation."
INC0006829,New,False,Sapphire,Peacock,Poland,"Incident INC0006829, categorized with medium impact and urgency (priority 3 - Moderate), was opened on 14/3/2016 at 15:15 in Poland involving the Sapphire vendor and the Peacock product. The incident met its SLA, was resolved by 16/3/2016 at 11:11, and closed on 24/3/2016 at 19:00. Knowledge documentation was not created. The current state is New."
INC0007752,Active,False,Emerald,Croc,Israel,"Incident INC0007752, related to the Emerald vendor's Croc product in Israel, was opened on 16/3/2016 at 11:54 with a medium impact and urgency, resulting in a moderate priority. The incident met its SLA, was resolved by 18/3/2016 at 09:48, and closed on 24/3/2016 at 19:01. The incident remains active without an associated knowledge article."
INC0026408,New,False,Ruby,LadyBug,Hungary,"Incident INC0026408, related to the Ruby vendor's LadyBug product in Hungary, was opened on 5/5/2016 and had a medium impact and urgency, resulting in a moderate priority. The incident met its SLA, was resolved on 3/6/2016, and closed on 8/6/2016. The current state is New, and no knowledge article was created."
INC0005172,Awaiting User Info,True,Emerald,Croc,India,"Incident INC0005172, related to the Emerald Croc product in India, was opened on 10/3/2016 and had a medium impact and urgency, with moderate priority. The incident is currently awaiting user information, met its SLA, and involved knowledge management. It was resolved on 11/3/2016 and closed on 24/3/2016."
INC0020154,New,False,Ruby,Fox,Switzerland,"Incident INC0020154 was opened on 18/4/2016 at 08:24 in Switzerland, involving the Fox product from vendor Ruby. It had a medium impact and urgency, with a moderate priority. The incident met its SLA, was resolved the same day at 12:10, and closed on 23/4/2016 at 13:07. The incident state is currently New, and no knowledge article was created."
INC0020115,New,False,Emerald,Frog,Spain,"Incident INC0020115, related to the Frog product by vendor Emerald in Spain, was opened on 18/04/2016 at 00:14 with a medium impact and urgency, resulting in a moderate priority. The incident met the SLA and was resolved the same day at 00:53, then closed on 23/04/2016 at 01:07. The incident is currently in a new state and does not have associated knowledge."
INC0006440,Active,False,Emerald,Croc,Pakistan,"Incident INC0006440, related to the Croc product from vendor Emerald in Pakistan, was opened on 14/3/2016 with a medium impact and urgency, resulting in a moderate priority. The incident met the SLA, was resolved on 16/3/2016, and closed on 24/3/2016. The incident is currently marked as active and does not have an associated knowledge article."
INC0007334,New,False,Emerald,Frog,Brazil,"Incident INC0007334, related to the Emerald Frog product in Brazil, was opened on 15/03/2016 with a medium impact and urgency, and moderate priority. The incident was resolved on 22/03/2016 and closed on 27/03/2016, meeting the SLA. The incident is currently in a new state and no knowledge article has been created."
INC0003256,Active,True,Sapphire,Peacock,Italy,"Incident INC0003256, related to the Peacock product from vendor Sapphire in Italy, was opened on 7/3/2016 with high impact and priority and medium urgency. The incident met its SLA, was resolved by 30/3/2016, and closed on 4/4/2016. It is currently marked as active and has associated knowledge documentation."
INC0027537,Closed,False,Emerald,Boa,Hungary,"Incident INC0027537, related to the Emerald vendor's Boa product in Hungary, was opened on 9/5/2016 and closed on 15/5/2016. The incident had medium impact and urgency, with a moderate priority. It was resolved within the SLA and is now closed."
INC0023151,Active,False,Ruby,Shrimp,Vietnam,"Incident INC0023151, related to the Ruby vendor's Shrimp product in Vietnam, was opened on 27/4/2016 at 11:31 with a medium impact and urgency, resulting in a moderate priority. The incident met its SLA, was resolved the same day at 13:51, and closed on 2/5/2016 at 14:07. The incident is currently marked as active, and no knowledge article was created."
INC0016311,Resolved,False,Ruby,LadyBug,Mexico,"Incident INC0016311, related to the LadyBug product by vendor Ruby in Mexico, was opened on July 4, 2016, at 08:04 with medium impact and urgency, and moderate priority. The incident was resolved the same day at 12:21, meeting the SLA, and was subsequently closed on December 4, 2016, at 12:59."
INC0008475,Closed,False,Sapphire,Glaucus,United Arab Emirates,"Incident INC0008475, related to the Sapphire Glaucus product in the United Arab Emirates, was opened on 17/3/2016 at 17:16 with a medium impact and urgency, resulting in a moderate priority. The incident was resolved the same day at 17:31 and subsequently closed on 24/3/2016 at 19:02. The service level agreement (SLA) was met, and no knowledge article was created."
INC0014502,New,False,Ruby,LadyBug,Ireland,"Incident INC0014502 was opened on April 3, 2016, related to the LadyBug product by vendor Ruby in Ireland. It had a medium impact and urgency, resulting in a moderate priority. The incident met its SLA, was resolved on April 14, 2016, and closed on April 19, 2016. The incident state is currently New, and no knowledge article was created."
INC0019154,Closed,False,Emerald,Frog,France,"Incident INC0019154, related to the Frog product from vendor Emerald in France, was opened on 14/4/2016 at 12:01 with medium impact and urgency, assigned a moderate priority. The incident met the SLA and was resolved the same day at 12:43. It was subsequently closed on 19/4/2016 at 13:07. The incident state is closed and no knowledge article was created."
INC0025867,Active,False,Emerald,Frog,Denmark,"Incident INC0025867, related to the Emerald vendor's Frog product in Denmark, was opened on 4/5/2016 at 13:22 with medium impact and urgency, resulting in a moderate priority. The incident was resolved quickly by 13:29 the same day and closed on 9/5/2016 at 14:07. The SLA was met, and the incident remains active with no associated knowledge article."
INC0027874,New,False,Sapphire,BlueTang,Finland,"Incident INC0027874, opened on 10/5/2016, involved a medium-impact, medium-urgency issue with Sapphire's BlueTang product in Finland. The incident was prioritized as moderate and resolved by 13/6/2016, then closed on 18/6/2016. The service level agreement was met, and no knowledge article was created. Currently, the incident state is New."
INC0004032,Active,True,Emerald,Boa,Greece,"Incident INC0004032, related to the Emerald vendor's Boa product in Greece, was opened on 8 March 2016 at 09:27 with a medium impact and urgency, resulting in a moderate priority. The incident was active but met its SLA, was resolved on 11 March 2016 at 14:00, and closed on 24 March 2016 at 18:50. Knowledge resources were available for this incident."
INC0009681,Active,False,Emerald,Frog,Mexico,"Incident INC0009681, related to the Frog product from vendor Emerald in Mexico, was opened on 21/03/2016 and had a medium impact and urgency, with a moderate priority. The incident met its SLA, was resolved on 04/04/2016, and closed on 09/04/2016. The incident is currently marked as active and is not linked to any knowledge article."
INC0013962,Active,False,Ruby,LadyBug,Ukraine,"Incident INC0013962 involved a low-impact issue related to the LadyBug product from vendor Ruby in Ukraine. The incident was opened on January 4, 2016, and despite its low urgency and priority, it was resolved by April 4, 2016, and closed on April 9, 2016. The service level agreement (SLA) was met, but no knowledge article was created. The incident remains marked as active."
INC0022188,Closed,False,Ruby,Shrimp,Turkey,"Incident INC0022188, related to the Ruby vendor's Shrimp product in Turkey, was opened on 25/04/2016 at 10:15 with a medium impact and urgency, resulting in a moderate priority. The incident was resolved quickly by 10:19 the same day and closed on 30/04/2016 at 11:07. The service level agreement (SLA) was met."
INC0025182,Active,False,Emerald,Boa,Brazil,"Incident INC0025182, related to the product Boa from vendor Emerald in Brazil, was opened on March 5, 2016. It had a medium impact and urgency, with a moderate priority. The incident met its SLA, was resolved on May 16, 2016, and closed on May 21, 2016. The incident state is currently active, and no knowledge article was created."
INC0004370,Closed,True,Sapphire,Glaucus,Egypt,"Incident INC0004370, related to the Glaucus product from vendor Sapphire in Egypt, was classified with medium impact and urgency, resulting in a moderate priority. It was opened on August 3, 2016, at 14:56 and resolved the same day by 16:54 but was closed later on March 24, 2016, at 18:41. The incident did not meet the SLA but has associated knowledge documentation. The incident status is now closed."
INC0029102,New,False,Ruby,Fox,Germany,"Incident INC0029102, opened on 13/05/2016 at 08:41 in Germany, involved the Fox product by vendor Ruby. It had a medium impact and urgency, resulting in a moderate priority. The incident was resolved quickly by 08:44 the same day and subsequently closed on 18/05/2016 at 09:07. The SLA was met, and no knowledge article was created. The current state is New."
INC0015428,Awaiting Vendor,False,Ruby,Ant,Austria,"Incident INC0015428, related to the Ant product by vendor Ruby in Austria, was opened on May 4, 2016. It had a medium impact and urgency, resulting in a moderate priority. The incident was in the ""Awaiting Vendor"" state, met its SLA, and was resolved on July 21, 2016, before being closed on July 26, 2016. No knowledge article was created for this incident."
INC0026949,Resolved,False,Emerald,Boa,Indonesia,"Incident INC0026949, involving the Emerald vendor's Boa product in Indonesia, was opened on 6/5/2016 at 15:20 with a medium impact and urgency, and a moderate priority. The issue was resolved promptly by 15:24 on the same day, meeting the SLA, and subsequently closed on 11/5/2016 at 16:07. The incident is now resolved and no knowledge article was created."
INC0018848,Closed,False,Ruby,Ant,Vietnam,"Incident INC0018848, related to the Ruby vendor's Ant product in Vietnam, was opened on April 13, 2016, with a medium impact and urgency, resulting in a moderate priority. The incident met the SLA and was closed on April 18, 2016. The incident is now closed."
INC0007346,Active,False,Emerald,Boa,Hungary,"Incident INC0007346, related to the Boa product from vendor Emerald in Hungary, was opened on 15/3/2016 with medium impact and urgency, and moderate priority. The incident met its SLA, was resolved on 22/3/2016, and closed on 27/3/2016. The incident is currently marked as active and no knowledge article has been created."
INC0014300,New,False,Sapphire,Glaucus,Mexico,"Incident INC0014300 was opened on April 1, 2016, at 17:22 with a medium impact and urgency, resulting in a moderate priority. The issue involved the Glaucus product from vendor Sapphire in Mexico. The incident met SLA requirements, was resolved quickly by 17:29 the same day, and was closed on April 6, 2016. The incident is currently marked as New and does not have associated knowledge documentation."
INC0000974,New,True,Sapphire,BlueTang,China,"Incident INC0000974, related to the BlueTang product from vendor Sapphire in China, was opened on 2nd March 2016 with a medium impact and urgency, classified as moderate priority. The incident was resolved by 8th March and closed on 24th March 2016. The service level agreement (SLA) was met, and knowledge documentation was created. The current incident state is New."
INC0015788,Closed,False,Ruby,Shrimp,South Korea,"Incident INC0015788, related to the Ruby vendor's Shrimp product in South Korea, was a medium impact and urgency issue with moderate priority. It was opened on June 4, 2016, and closed on December 21, 2016. The incident was resolved on December 16, 2016, but did not meet the SLA. The incident is now closed and no knowledge article was created."
INC0000785,Resolved,True,Sapphire,Peacock,Israel,"Incident INC0000785, related to the Peacock product by vendor Sapphire in Israel, was a medium impact and urgency issue with moderate priority. It was opened on March 1, 2016, at 15:11, resolved on March 9, 2016, at 15:57, and closed on March 24, 2016, at 18:40. The incident was resolved within SLA and has associated knowledge documentation. The incident state is resolved."
INC0013785,Resolved,False,Emerald,Boa,Pakistan,"Incident INC0013785, related to the Emerald Boa product in Pakistan, was opened on 1/4/2016 at 06:57 with a medium impact and urgency, and moderate priority. The incident was resolved promptly within a minute and ultimately closed on 6/4/2016 at 06:59. The service level agreement (SLA) was met."
INC0003260,New,True,Ruby,Fox,Kenya,"Incident INC0003260 was opened on 7/3/2016 at 10:37 with a medium impact and urgency, resulting in a moderate priority. The issue, related to the Ruby vendor's Fox product in Kenya, was resolved the same day by 11:55 and closed on 24/3/2016 at 18:40. The incident met its SLA and had associated knowledge documentation."
INC0016290,Active,False,Sapphire,BlueJay,United States,"Incident INC0016290, related to the Sapphire vendor's BlueJay product in the United States, was opened on 7/4/2016 at 01:37 with a medium impact and urgency, resulting in a moderate priority. The incident met the SLA, was resolved by 7/4/2016 at 01:52, and closed on 12/4/2016 at 01:59. The incident state is active, and no knowledge article was created."
INC0015796,Active,False,Ruby,LadyBug,South Africa,"Incident INC0015796, related to the Ruby vendor's LadyBug product in South Africa, was opened on 6/4/2016 with medium impact and urgency, resulting in a moderate priority. The incident remained active but met its SLA, was resolved on 8/4/2016, and closed on 13/4/2016. No knowledge article was created."
INC0002483,New,True,Emerald,Croc,Poland,"Incident INC0002483, categorized as high impact and high priority with medium urgency, was opened on 4/3/2016 and resolved by 9/3/2016. The incident involved the product Croc from vendor Emerald in Poland. The service level agreement (SLA) was met, and relevant knowledge documentation was available. The incident was closed on 24/3/2016."
INC0001155,Closed,True,Sapphire,Peacock,Finland,"Incident INC0001155, related to the Peacock product by vendor Sapphire in Finland, was a medium-impact and medium-urgency issue with moderate priority. It was opened on February 3, 2016, and resolved on April 25, 2016, but did not meet the SLA. The incident was closed on April 30, 2016, and knowledge documentation was created."
INC0011576,Active,False,Ruby,LadyBug,Switzerland,"Incident INC0011576, related to the LadyBug product by vendor Ruby in Switzerland, was opened on 27/03/2016 at 13:21 with medium impact and urgency, and moderate priority. The incident remained active, met the SLA, and was resolved on 29/03/2016 at 10:11. It was ultimately closed on 01/04/2016 at 10:43. No knowledge article was created for this incident."
INC0001030,New,True,Emerald,Croc,Denmark,"Incident INC0001030, related to the product Croc from vendor Emerald in Denmark, was opened on 2 March 2016 at 09:02 with a medium impact and urgency, assigned a moderate priority. The incident met its SLA, was resolved on 7 March 2016 at 11:48, and closed on 24 March 2016 at 18:40. The incident is currently in a New state and has associated knowledge documentation."
INC0024733,Active,False,Emerald,Croc,Chile,"Incident INC0024733, related to the vendor Emerald's product Croc in Chile, was opened on 2/5/2016 at 09:28 with medium impact and urgency, and a moderate priority. The incident was resolved quickly by 09:31 the same day and closed on 7/5/2016 at 10:07. It met the SLA but did not involve knowledge documentation and remains active."
INC0010310,Active,False,Ruby,Shrimp,Switzerland,"Incident INC0010310, related to the Ruby vendor's Shrimp product in Switzerland, was opened on 23/3/2016 at 08:41. It had a medium impact and urgency, with a moderate priority. The incident met its SLA, was resolved the same day at 10:40, and finally closed on 28/3/2016 at 10:59. The incident is currently active and not linked to any knowledge articles."
INC0008323,Resolved,False,Sapphire,BlueJay,Mexico,"Incident INC0008323, related to the Sapphire BlueJay product in Mexico, was classified with medium impact and urgency, resulting in a moderate priority. The incident was opened on March 17, 2016, and resolved by March 24, 2016, meeting the SLA. It was subsequently closed on March 29, 2016. The issue did not result in the creation of a knowledge article."
INC0020378,New,False,Ruby,Fox,Nigeria,"Incident INC0020378 was opened on 18/4/2016 at 12:01 with medium impact and urgency, resulting in a moderate priority. The incident, involving the Ruby vendor and Fox product in Nigeria, met its SLA and was resolved on 19/4/2016 at 14:25, then closed on 24/4/2016 at 15:07. The incident is currently in a new state and no knowledge article was created."
INC0025963,Closed,False,Sapphire,Glaucus,South Africa,"Incident INC0025963, related to the Sapphire Glaucus product in South Africa, was opened on 4/5/2016 at 15:34 with a medium impact and urgency, resulting in a moderate priority. The incident was resolved the same day at 16:20 and closed on 9/5/2016 at 17:07. The service level agreement was met, and no knowledge article was created. The incident is now closed."
INC0016083,New,False,Emerald,Boa,Indonesia,"Incident INC0016083 was opened on April 6, 2016, with medium impact and urgency, resulting in a moderate priority. The issue involved the Emerald vendor's Boa product in Indonesia. The incident met the SLA, was resolved on April 15, 2016, and closed on April 20, 2016. The incident is currently in a new state, and no knowledge base article was created."
INC0010072,Resolved,False,Emerald,Boa,Finland,"Incident INC0010072, related to the Boa product from vendor Emerald in Finland, was opened on 22/03/2016 and resolved by 30/03/2016, with closure on 04/04/2016. The incident had medium impact and urgency, resulting in a moderate priority. The service level agreement was met, and the incident is now resolved."
INC0011496,Resolved,False,Emerald,Turtle,Portugal,"Incident INC0011496, related to the Emerald vendor's Turtle product in Portugal, was opened on 26/3/2016 at 13:19 with a medium impact and urgency, resulting in a moderate priority. The incident was resolved on 28/3/2016 at 09:19, met the SLA, and was closed on 2/4/2016 at 09:59. The incident state is resolved, and no knowledge article was created."
INC0018337,Active,False,Ruby,Fox,United States,"Incident INC0018337 was reported on 12/4/2016 with a medium impact and urgency, resulting in a moderate priority. The issue involved the Fox product from the vendor Ruby, affecting users in the United States. The incident remained active but met its SLA, was resolved on 19/4/2016, and closed on 24/4/2016."
INC0022076,Closed,False,Ruby,Fox,Pakistan,"Incident INC0022076, related to the Ruby vendor's Fox product in Pakistan, was opened on 25/4/2016 at 08:39 with medium impact and urgency, and a moderate priority. The incident was resolved quickly by 08:44 the same day, met SLA requirements, and was closed on 30/4/2016 at 09:07. The incident is now closed, with no knowledge article created."
INC0025877,Resolved,False,Sapphire,BlueTang,Japan,"Incident INC0025877, related to the Sapphire BlueTang product in Japan, was opened on 4/5/2016 and resolved by 6/5/2016, meeting the SLA. It had a medium impact and urgency, with a moderate priority. The incident was closed on 11/5/2016 and did not result in knowledge base documentation."
INC0003065,Active,True,Emerald,Turtle,Switzerland,"Incident INC0003065 was opened on July 3, 2016, at 08:26 with a medium impact and urgency, resulting in a moderate priority. The issue involved the Turtle product from the vendor Emerald in Switzerland. The incident met the SLA, was resolved on March 17, 2016, at 08:43, and closed on March 24, 2016, at 18:59."
INC0012601,New,False,Emerald,Croc,Italy,"Incident INC0012601 was opened on 29/3/2016 with a medium impact and urgency, assigned a moderate priority. The issue involved the Emerald vendor's Croc product in Italy. The incident met the SLA, was resolved on 6/4/2016, and closed on 11/4/2016. The knowledge base was not updated."
INC0015791,Active,False,Emerald,Frog,Ecuador,"Incident INC0015791, related to the Frog product by vendor Emerald in Ecuador, was opened on April 6, 2016, with a medium impact and urgency, resulting in a moderate priority. The incident met the SLA, was resolved on April 11, 2016, and closed on April 16, 2016. The incident is currently active and not linked to any knowledge articles."
INC0019061,New,False,Emerald,Boa,Bolivia,"Incident INC0019061, related to the product Boa from vendor Emerald in Bolivia, was opened on 14/4/2016 at 10:20 with medium impact and urgency, and moderate priority. The incident was resolved quickly by 10:31 on the same day, met SLA requirements, and was closed on 19/4/2016 at 11:07. The incident is currently in a New state and has no associated knowledge article."
INC0006751,New,False,Sapphire,BlueTang,Czech Republic,"Incident INC0006751 was opened on 14/03/2016 with a medium impact and urgency, resulting in a moderate priority. It involved the Sapphire vendor's BlueTang product in the Czech Republic. The incident met its SLA, was resolved on 18/03/2016, and closed on 24/03/2016. The incident is currently in a new state and has no associated knowledge articles."
INC0025365,Resolved,False,Sapphire,Glaucus,Sweden,"Incident INC0025365, related to the product Glaucus from vendor Sapphire in Sweden, was opened on March 5, 2016. It had a medium impact and urgency with a moderate priority. The incident was resolved by May 5, 2016, meeting the SLA, and subsequently closed on May 10, 2016. The incident state is resolved, and no knowledge article was created."
INC0021138,Active,False,Ruby,LadyBug,India,"Incident INC0021138, related to the LadyBug product by vendor Ruby in India, was opened on 20/4/2016 with a high impact and urgency, classified as critical priority. The incident met its SLA, was resolved on 26/4/2016, and closed on 1/5/2016. The incident is currently marked as active and has no associated knowledge article."
